time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-05-19T22:53:03.374Z,-57.69,-25.2425,36.913,4.9,mb,45,88,7.171,0.71,us,us6000mzqp,2024-05-19T23:06:37.040Z,South Sandwich Islands region,earthquake,11.42,7.677,0.085,44,reviewed,us,us
2024-05-19T22:33:50.090Z,18.00183333,-66.83516667,11.96,2.51,md,6,155,0.04304,0.13,pr,pr71449493,2024-05-19T22:51:05.400Z,"1 km WNW of Indios, Puerto Rico",earthquake,0.76,0.95,0.019566155,3,reviewed,pr,pr
2024-05-19T22:32:21.541Z,-5.8865,130.1657,198.627,4.3,mb,13,116,1.38,0.8,us,us6000mzqj,2024-05-19T22:46:18.040Z,"287 km W of Tual, Indonesia",earthquake,9.33,9.644,0.169,10,reviewed,us,us
2024-05-19T21:50:01.403Z,48.2192,152.9665,144.364,4.8,mb,49,163,5.744,0.5,us,us6000mzqe,2024-05-19T22:02:00.040Z,Kuril Islands,earthquake,11.91,9.84,0.063,79,reviewed,us,us
2024-05-19T21:17:12.727Z,9.3816,126.0623,70.859,4.5,mb,43,116,2.346,0.72,us,us6000mzq9,2024-05-20T00:40:33.740Z,"10 km ENE of Cantilan, Philippines",earthquake,11.48,8.426,0.08,46,reviewed,us,us
2024-05-19T20:59:15.560Z,32.9383333,-115.5186667,11.65,2.79,ml,48,38,0.05101,0.27,ci,ci40592799,2024-05-20T19:47:26.310Z,"5 km SSE of Brawley, CA",earthquake,0.26,0.47,0.177,96,reviewed,ci,ci
2024-05-19T19:59:10.706Z,52.1751,-170.8078,48.723,4.4,mb,37,150,1.434,0.78,us,us6000mzpz,2024-05-19T20:21:27.168Z,"157 km WSW of Nikolski, Alaska",earthquake,8.92,8.646,0.09,36,reviewed,us,us
2024-05-19T18:31:00.287Z,10.7157,-65.6514,10,4.7,mww,62,66,4.164,0.8,us,us6000mzpr,2024-05-20T20:27:16.897Z,"55 km ENE of Higuerote, Venezuela",earthquake,8.17,1.906,0.08,15,reviewed,us,us
2024-05-19T18:30:03.604Z,-6.2961,147.3048,60.018,5.3,mww,66,82,3.092,0.69,us,us6000mzps,2024-05-21T03:57:31.882Z,"58 km NE of Lae, Papua New Guinea",earthquake,10.06,6.436,0.069,20,reviewed,us,us
2024-05-19T17:23:35.760Z,35.6833333,-117.5356667,8.43,3.27,ml,41,67,0.09295,0.14,ci,ci40592599,2024-05-21T05:20:14.725Z,"14 km ENE of Ridgecrest, CA",earthquake,0.16,0.41,0.15,193,reviewed,ci,ci
2024-05-19T16:57:29.001Z,2.3157,128.5587,40.734,4.7,mb,48,90,1.942,0.55,us,us6000mzpe,2024-05-19T17:21:10.040Z,"89 km NE of Tobelo, Indonesia",earthquake,4.01,8.357,0.077,51,reviewed,us,us
2024-05-19T16:49:04.040Z,61.9466,-154.1994,1.4,2.5,ml,,,,0.57,ak,ak0246ft217o,2024-05-19T19:22:34.040Z,"92 km NE of Lime Village, Alaska",earthquake,,0.2,,,automatic,ak,ak
2024-05-19T15:33:24.992Z,30.5116,-41.8765,10,5,mb,58,67,21.385,0.8,us,us6000mzp1,2024-05-19T15:51:30.040Z,northern Mid-Atlantic Ridge,earthquake,11.55,1.895,0.039,209,reviewed,us,us
2024-05-19T13:36:03.350Z,18.63883333,-65.174,73.88,3.39,md,19,206,0.3518,0.24,pr,pr71449398,2024-05-19T15:12:09.040Z,"39 km NNE of Culebra, Puerto Rico",earthquake,1.9,1.49,0.148092499,18,reviewed,pr,pr
2024-05-19T13:26:03.720Z,17.95366667,-67.09216667,7.06,2.82,md,13,256,0.04825,0.07,pr,pr71449383,2024-05-19T13:59:26.380Z,"5 km WSW of La Parguera, Puerto Rico",earthquake,0.44,0.17,0.286025578,7,reviewed,pr,pr
2024-05-19T12:19:32.653Z,-24.2983,-67.1669,193.983,4.4,mb,35,75,1.63,0.71,us,us6000mzn2,2024-05-20T13:23:09.040Z,"86 km W of San Antonio de los Cobres, Argentina",earthquake,4.51,7.78,0.144,14,reviewed,us,us
2024-05-19T12:12:55.307Z,31.668,-104.196,6.0999,2.6,ml,11,62,0.1,0.2,tx,tx2024juxc,2024-05-20T13:28:55.040Z,"54 km NW of Toyah, Texas",earthquake,0.8467967866591102,1.6099750072466372,0.1,19,reviewed,tx,tx
2024-05-19T11:55:37.690Z,32.9215,-115.5395,9.75,2.61,ml,58,37,0.02678,0.29,ci,ci40592183,2024-05-21T00:23:13.300Z,"6 km S of Brawley, CA",earthquake,0.24,0.54,0.249,27,reviewed,ci,ci
2024-05-19T11:52:43.350Z,18.614,-66.69133333,19.52,2.55,md,11,256,0.2052,0.25,pr,pr71449378,2024-05-19T12:18:03.420Z,"15 km N of Arecibo, Puerto Rico",earthquake,1.21,0.77,0.084559334,7,reviewed,pr,pr
2024-05-19T11:21:16.395Z,52.201,-170.894,38.847,5,mwr,126,138,0.837,0.49,us,us6000mzmv,2024-05-19T13:58:24.735Z,"160 km WSW of Nikolski, Alaska",earthquake,6.9,5.626,0.057,30,reviewed,us,us
2024-05-19T11:14:43.380Z,35.8491667,-117.711,8.15,2.57,ml,30,100,0.05966,0.11,ci,ci40592095,2024-05-20T21:59:28.350Z,"20 km ESE of Little Lake, CA",earthquake,0.15,0.41,0.186,25,reviewed,ci,ci
2024-05-19T10:32:33.060Z,19.07283333,-155.41,35.6,2.73,ml,58,197,0.09579,0.12,hv,hv74240247,2024-05-20T23:22:43.520Z,"16 km SSE of Pāhala, Hawaii",earthquake,0.39,0.5,0.15826072,28,reviewed,hv,hv
2024-05-19T09:39:42.278Z,17.5684,-104.5165,10,5.2,mww,59,91,3.742,0.97,us,us6000mzmh,2024-05-19T09:58:17.040Z,"145 km SW of La Placita de Morelos, Mexico",earthquake,5.8,1.883,0.046,45,reviewed,us,us
2024-05-19T09:35:24.992Z,52.1586,-170.8669,28,6,mww,209,59,0.857,1.24,us,us6000mzme,2024-05-22T09:45:35.721Z,"161 km WSW of Nikolski, Alaska",earthquake,6.01,1.874,0.038,68,reviewed,us,us
2024-05-19T09:21:11.040Z,45.11566667,-116.462,4.03,2.62,ml,26,69,0.3282,0.27,mb,mb90051553,2024-05-19T14:12:16.460Z,"21 km NW of New Meadows, Idaho",earthquake,0.46,1.18,0.219634184,39,reviewed,mb,mb
2024-05-19T09:15:46.370Z,19.296,-156.5458333,40.76,2.53,md,61,235,0.6127,0.12,hv,hv74240117,2024-05-20T13:08:51.040Z,"68 km WSW of Kahaluu-Keauhou, Hawaii",earthquake,0.64,1.2,0.099201145,20,reviewed,hv,hv
2024-05-19T09:08:51.778Z,65.1565,-165.8131,7.4,2.9,ml,,,,0.75,ak,ak0246fonbax,2024-05-19T09:11:46.343Z,"28 km ESE of Teller, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-05-19T08:15:37.401Z,33.9001,138.0959,266.512,4.3,mb,58,67,1.635,0.71,us,us6000mzm2,2024-05-19T09:30:01.040Z,"78 km S of Ōyama, Japan",earthquake,8.28,7.307,0.059,81,reviewed,us,us
2024-05-19T06:17:28.704Z,-15.0285,168.1944,10,4.9,mb,39,104,6.634,0.89,us,us6000mzlh,2024-05-19T06:36:56.040Z,"120 km E of Port-Olry, Vanuatu",earthquake,12,1.874,0.085,43,reviewed,us,us
2024-05-19T05:08:34.574Z,-10.1791,161.0596,83.409,4.5,mb,44,103,10.77,0.51,us,us6000mzl6,2024-05-19T05:49:08.040Z,"99 km WNW of Kirakira, Solomon Islands",earthquake,11.49,7.312,0.081,46,reviewed,us,us
2024-05-19T05:01:37.250Z,-31.4149,-178.8938,10,4.9,mb,21,107,2.305,0.98,us,us6000mzl3,2024-05-19T05:34:49.040Z,Kermadec Islands region,earthquake,8.03,1.898,0.132,18,reviewed,us,us
2024-05-19T04:19:12.680Z,85.1631,13.2392,10,4.4,mb,24,105,6.29,1.05,us,us6000mzkw,2024-05-19T05:14:10.040Z,north of Svalbard,earthquake,12.83,1.94,0.121,21,reviewed,us,us
2024-05-19T03:54:15.122Z,50.42,176.6744,10,4.5,mb,86,223,1.918,0.66,us,us6000mzks,2024-05-19T04:18:11.040Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,9.03,1.952,0.063,75,reviewed,us,us
2024-05-19T03:49:59.990Z,18.112,-68.06116667,92.46,3.35,md,16,201,0.5025,0.37,pr,pr71449363,2024-05-19T04:21:53.040Z,"63 km SE of Punta Cana, Dominican Republic",earthquake,2.72,1.81,0.151456434,9,reviewed,pr,pr
2024-05-19T03:46:45.140Z,37.50583267,-118.8741684,2.49000001,2.76,md,25,75,0.09136,0.04,nc,nc75009056,2024-05-22T05:10:55.534Z,"17 km SSE of Mammoth Lakes, CA",earthquake,0.32,1.07000005,0.11,27,automatic,nc,nc
2024-05-19T02:35:37.205Z,58.8473,-134.2188,0,3.2,ml,,,,0.93,ak,ak0246fkn1a0,2024-05-19T03:15:52.040Z,"61 km N of Juneau, Alaska",earthquake,,1.2,,,automatic,ak,ak
2024-05-19T02:31:21.647Z,85.2479,12.112,10,5.4,mww,96,44,6.373,0.99,us,us6000mzkf,2024-05-20T12:18:25.040Z,north of Svalbard,earthquake,9.72,1.816,0.075,17,reviewed,us,us
2024-05-19T01:49:11.030Z,53.0727,-164.4981,28.464,3,ml,17,225,1.262,0.34,us,us6000mzkr,2024-05-19T03:59:40.040Z,"145 km SE of Akutan, Alaska",earthquake,4.73,14.662,0.115,10,reviewed,us,us
2024-05-19T00:03:36.700Z,32.9343333,-115.5351667,10.52,2.58,ml,44,38,0.03919,0.27,ci,ci40591231,2024-05-22T22:09:41.040Z,"5 km S of Brawley, CA",earthquake,0.29,0.63,0.25,26,reviewed,ci,ci
2024-05-18T23:57:41.743Z,-55.8812,-123.1848,10,5.9,mww,93,27,29.794,0.99,us,us6000mzjx,2024-05-20T13:32:37.390Z,southern East Pacific Rise,earthquake,13.16,1.754,0.078,16,reviewed,us,us
2024-05-18T23:39:41.600Z,38.8441658,-121.4024963,20.73999977,2.64,ml,16,87,0.2466,0.21,nc,nc75008906,2024-05-21T23:56:32.553Z,"11 km WSW of Lincoln, CA",earthquake,0.78,1.89999998,0.201,9,automatic,nc,nc
2024-05-18T23:33:25.210Z,32.9168333,-115.5435,5.95,2.62,ml,44,37,0.02108,0.3,ci,ci40591159,2024-05-21T15:52:42.980Z,"7 km S of Brawley, CA",earthquake,0.25,0.49,0.152,70,reviewed,ci,ci
2024-05-18T23:27:44.394Z,52.8158,-167.0778,37.49,4.5,mb,58,171,0.78,0.54,us,us6000mzjn,2024-05-19T02:06:52.739Z,"120 km E of Nikolski, Alaska",earthquake,5.96,6.595,0.078,49,reviewed,us,us
2024-05-18T23:24:09.920Z,32.9288333,-115.5356667,11.27,3.29,ml,61,38,0.03447,0.29,ci,ci40591119,2024-05-19T23:26:05.091Z,"6 km S of Brawley, CA",earthquake,0.23,0.45,0.175,133,reviewed,ci,ci
2024-05-18T23:24:00.490Z,18.44783333,-67.57283333,27.19,3.03,md,10,171,0.4386,0.47,pr,pr71449358,2024-05-18T23:52:05.960Z,"36 km WNW of Rincón, Puerto Rico",earthquake,2.33,13.57,0.088205643,8,reviewed,pr,pr
2024-05-18T23:13:26.920Z,32.9328333,-115.5343333,13.75,3.71,mw,60,38,0.03835,0.28,ci,ci40591087,2024-05-19T23:16:14.741Z,"5 km S of Brawley, CA",earthquake,0.24,0.57,,4,reviewed,ci,ci
2024-05-18T23:06:33.920Z,32.931,-115.5421667,5.72,2.91,ml,35,56,0.03332,0.28,ci,ci40591079,2024-05-20T16:56:08.442Z,"5 km SSW of Brawley, CA",earthquake,0.3,0.57,0.229,34,reviewed,ci,ci
2024-05-18T23:06:21.530Z,32.9258333,-115.5411667,8.14,2.94,ml,21,82,0.02933,0.28,ci,ci40591071,2024-05-20T18:47:03.644Z,"6 km S of Brawley, CA",earthquake,0.46,0.82,0.085,14,reviewed,ci,ci
2024-05-18T23:05:31.310Z,32.923,-115.5498333,3.32,3.38,ml,40,53,0.02334,0.3,ci,ci40591063,2024-05-19T17:09:11.680Z,"6 km SSW of Brawley, CA",earthquake,0.28,0.38,0.119,40,reviewed,ci,ci
2024-05-18T23:05:05.150Z,32.9356667,-115.5425,14.21,3.93,mw,64,37,0.03738,0.32,ci,ci40591055,2024-05-22T06:41:39.533Z,"5 km SSW of Brawley, CA",earthquake,0.26,0.55,,4,reviewed,ci,ci
2024-05-18T22:58:19.320Z,32.9218333,-115.5435,10.52,3.47,ml,57,37,0.02494,0.29,ci,ci40591047,2024-05-20T21:28:26.040Z,"6 km S of Brawley, CA",earthquake,0.23,0.53,0.167,124,reviewed,ci,ci
2024-05-18T22:40:40.299Z,14.3586,-92.9655,43.966,4.9,mww,56,173,1.379,0.62,us,us6000mzj6,2024-05-19T03:07:30.040Z,"71 km SW of Puerto Madero, Mexico",earthquake,4.73,7.736,0.078,16,reviewed,us,us
2024-05-18T21:23:17.750Z,32.9161667,-115.54,8.83,2.99,ml,52,36,0.02277,0.29,ci,ci40590943,2024-05-20T21:20:27.040Z,"7 km S of Brawley, CA",earthquake,0.26,0.69,0.174,85,reviewed,ci,ci
2024-05-18T19:46:17.170Z,32.9298333,-115.542,11.38,3.43,ml,60,37,0.03237,0.28,ci,ci40590799,2024-05-20T21:14:30.040Z,"6 km SSW of Brawley, CA",earthquake,0.24,0.47,0.187,101,reviewed,ci,ci
2024-05-18T19:46:15.800Z,19.382,-155.2458333,0.3,2.89,ml,23,70,0.006239,0.09,hv,hv74238472,2024-05-18T19:58:36.990Z,"6 km S of Volcano, Hawaii",earthquake,0.15,0.12,0.124437932,12,reviewed,hv,hv
2024-05-18T19:38:46.871Z,36.2981,77.0077,10,4.6,mb,67,118,5.823,0.51,us,us6000mzi2,2024-05-20T20:42:11.576Z,"153 km N of Thang, India",earthquake,8.33,1.899,0.069,63,reviewed,us,us
2024-05-18T19:35:44.729Z,40.3933,113.7507,12.732,4.2,mb,24,113,1.889,0.31,us,us6000mzi1,2024-05-18T22:23:23.040Z,"50 km E of Beichengqu, China",earthquake,9.05,5.571,0.152,12,reviewed,us,us
2024-05-18T19:35:20.950Z,19.2675,-64.6271,41,3.49,md,5,296,0.8525,0.49,pr,pr2024139000,2024-05-18T20:22:38.909Z,"105 km N of Cruz Bay, U.S. Virgin Islands",earthquake,8.4,29.19,0.13,4,reviewed,pr,pr
2024-05-18T19:17:22.800Z,32.9298333,-115.5436667,10.84,3.83,mw,66,37,0.03171,0.28,ci,ci40590759,2024-05-20T22:05:39.201Z,"6 km SSW of Brawley, CA",earthquake,0.23,0.49,,4,reviewed,ci,ci
2024-05-18T18:58:56.760Z,32.9283333,-115.5413333,5.94,2.9,ml,48,38,0.03136,0.32,ci,ci40590711,2024-05-20T19:05:58.908Z,"6 km S of Brawley, CA",earthquake,0.28,0.56,0.213,73,reviewed,ci,ci
2024-05-18T18:00:29.160Z,23.748,121.8115,19.065,4.2,mwr,48,59,0.59,0.78,us,us6000mzhg,2024-05-18T18:32:48.040Z,"32 km SE of Hualien City, Taiwan",earthquake,3.15,0.808,0.065,23,reviewed,us,us
2024-05-18T17:28:42.250Z,19.38633333,-155.2406667,1.66,2.57,ml,26,71,0.01008,0.1,hv,hv74238062,2024-05-20T21:26:34.030Z,"6 km S of Volcano, Hawaii",earthquake,0.2,0.14,0.180436636,10,reviewed,hv,hv
2024-05-18T16:30:18.050Z,32.9375,-115.5326667,10.35,3.53,mw,61,38,0.04298,0.29,ci,ci40590383,2024-05-19T20:27:43.684Z,"5 km S of Brawley, CA",earthquake,0.24,0.51,,5,reviewed,ci,ci
2024-05-18T16:02:19.320Z,32.9275,-115.5315,8.45,2.83,ml,48,38,0.03574,0.33,ci,ci40590279,2024-05-20T18:56:02.652Z,"6 km S of Brawley, CA",earthquake,0.29,0.73,0.171,92,reviewed,ci,ci
2024-05-18T15:52:13.820Z,32.9373333,-115.537,12.31,3.69,mw,62,37,0.04095,0.28,ci,ci40590231,2024-05-22T20:28:06.297Z,"5 km S of Brawley, CA",earthquake,0.24,0.56,,4,reviewed,ci,ci
2024-05-18T15:45:54.878Z,37.185,141.6007,35.39,4.7,mb,111,96,2.795,0.66,us,us6000mzgl,2024-05-18T18:04:26.771Z,"54 km ESE of Tomioka, Japan",earthquake,7.07,6.245,0.057,102,reviewed,us,us
2024-05-18T15:12:52.655Z,-21.2329,-67.2634,183.634,4.4,mb,16,107,1.91,1.41,us,us6000mzgh,2024-05-18T16:27:22.040Z,"97 km SSW of Uyuni, Bolivia",earthquake,7.21,19.174,0.311,3,reviewed,us,us
2024-05-18T15:11:42.230Z,18.58033333,-67.2275,82.35,3.2,md,10,290,0.1574,0.24,pr,pr71449298,2024-05-18T15:26:13.300Z,"16 km NW of San Antonio, Puerto Rico",earthquake,1.49,1.32,0.134569735,7,reviewed,pr,pr
2024-05-18T14:44:01.460Z,32.9313333,-115.5368333,10.06,2.59,ml,55,38,0.03592,0.27,ci,ci40590127,2024-05-21T00:06:03.040Z,"5 km S of Brawley, CA",earthquake,0.22,0.48,0.278,26,reviewed,ci,ci
2024-05-18T14:04:44.481Z,-3.8483,152.1281,10,5.7,mww,75,56,5.082,0.85,us,us6000mzgb,2024-05-19T14:09:07.691Z,"39 km N of Rabaul, Papua New Guinea",earthquake,8.08,1.651,0.052,35,reviewed,us,us
2024-05-18T13:48:46.330Z,19.24266667,-155.9748333,-1.48,3.23,ml,46,223,0.1021,0.33,hv,hv74237452,2024-05-20T21:14:30.356Z,"26 km SSW of Honaunau-Napoopoo, Hawaii",earthquake,0.98,0.23,0.165085573,24,reviewed,hv,hv
2024-05-18T12:41:52.820Z,32.9366667,-115.5365,13.89,3.5,mw,59,37,0.04058,0.27,ci,ci40589751,2024-05-22T07:25:48.465Z,"5 km S of Brawley, CA",earthquake,0.23,0.52,,4,reviewed,ci,ci
2024-05-18T12:38:48.830Z,32.9323333,-115.5238333,5.1,2.81,ml,32,69,0.0437,0.3,ci,ci37657244,2024-05-22T07:14:50.040Z,"5 km S of Brawley, CA",earthquake,0.38,0.72,0.158,30,reviewed,ci,ci
2024-05-18T12:38:35.820Z,32.9265,-115.5351667,7.89,2.9,ml,46,72,0.03293,0.32,ci,ci40589727,2024-05-20T15:31:19.957Z,"6 km S of Brawley, CA",earthquake,0.29,0.59,0.176,50,reviewed,ci,ci
2024-05-18T12:38:00.260Z,32.9323333,-115.538,13.82,3.56,mw,56,38,0.03622,0.27,ci,ci40589719,2024-05-21T05:13:01.990Z,"5 km S of Brawley, CA",earthquake,0.23,0.53,,4,reviewed,ci,ci
2024-05-18T11:42:10.384Z,-7.5706,128.8435,93.45,4.3,mb,25,91,3.207,0.94,us,us6000mzff,2024-05-19T06:45:30.040Z,"228 km ENE of Lospalos, Timor Leste",earthquake,8.73,8.207,0.116,21,reviewed,us,us
2024-05-18T11:16:27.900Z,32.9296667,-115.5368333,12.28,2.77,ml,53,38,0.03455,0.26,ci,ci40589591,2024-05-20T18:48:56.870Z,"6 km S of Brawley, CA",earthquake,0.25,0.66,0.25,26,reviewed,ci,ci
2024-05-18T10:30:52.860Z,18.923,-65.00966667,21.13,3.26,md,16,249,0.5698,0.25,pr,pr71449268,2024-05-18T11:20:11.580Z,"64 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.18,31.61,0.175700645,15,reviewed,pr,pr
2024-05-18T10:17:33.150Z,32.9271667,-115.5385,14.51,2.76,ml,64,38,0.03171,0.27,ci,ci40589495,2024-05-20T17:40:54.460Z,"6 km S of Brawley, CA",earthquake,0.21,0.46,0.155,165,reviewed,ci,ci
2024-05-18T09:41:52.602Z,-23.5038,-179.7763,547.309,4.5,mb,44,102,4.828,0.84,us,us6000mzf0,2024-05-18T10:06:40.040Z,south of the Fiji Islands,earthquake,14.45,9.804,0.081,44,reviewed,us,us
2024-05-18T09:36:37.330Z,32.9333333,-115.5395,11.74,3.71,mw,60,37,0.03644,0.27,ci,ci40589407,2024-05-20T17:24:09.578Z,"5 km S of Brawley, CA",earthquake,0.24,0.41,,4,reviewed,ci,ci
2024-05-18T09:28:38.179Z,-32.9135,-70.8789,79.463,4.4,mb,34,61,0.407,0.52,us,us6000mzew,2024-05-18T16:16:14.934Z,"10 km SE of Llaillay, Chile",earthquake,4.09,5.479,0.149,13,reviewed,us,us
2024-05-18T09:18:35.240Z,32.9296667,-115.537,12.63,2.95,ml,63,38,0.03447,0.3,ci,ci40589359,2024-05-20T16:44:31.365Z,"6 km S of Brawley, CA",earthquake,0.25,0.62,0.172,102,reviewed,ci,ci
2024-05-18T08:52:40.239Z,-18.6917,-69.8286,120.894,4.3,mb,13,112,0.582,0.82,us,us6000mzen,2024-05-18T11:27:48.040Z,"55 km ESE of Arica, Chile",earthquake,6.61,8.902,0.168,10,reviewed,us,us
2024-05-18T08:45:50.357Z,61.8468,-150.853,51.4,2.6,ml,,,,0.57,ak,ak0246e0qgkw,2024-05-18T11:21:52.040Z,"32 km ESE of Skwentna, Alaska",earthquake,,0.9,,,automatic,ak,ak
2024-05-18T08:29:18.110Z,32.9253333,-115.5325,11.02,2.7,ml,49,37,0.03361,0.3,ci,ci40589255,2024-05-20T20:13:57.295Z,"6 km S of Brawley, CA",earthquake,0.26,0.53,0.189,104,reviewed,ci,ci
2024-05-18T06:26:09.946Z,3.8663,122.9581,527.672,5.5,mww,95,44,3.495,0.93,us,us6000mze2,2024-05-20T06:07:35.832Z,"266 km SSE of Tabiauan, Philippines",earthquake,9.95,6.853,0.066,22,reviewed,us,us
2024-05-18T06:18:09.850Z,19.39016667,-155.245,1.45,2.66,ml,40,55,0.007546,0.11,hv,hv74236587,2024-05-20T20:51:02.225Z,"5 km S of Volcano, Hawaii",earthquake,0.16,0.13,0.227724756,10,reviewed,hv,hv
2024-05-18T05:54:35.979Z,-5.2304,142.3105,126.158,4.5,mb,28,102,3.138,0.52,us,us6000mzdw,2024-05-18T06:09:47.040Z,"96 km WNW of Porgera, Papua New Guinea",earthquake,9.35,7.986,0.106,26,reviewed,us,us
2024-05-18T05:00:55.630Z,18.817,-67.318,10.55,3.25,md,12,302,0.3991,0.29,pr,pr71449258,2024-05-18T05:15:05.280Z,"42 km NNW of San Antonio, Puerto Rico",earthquake,1.16,1.18,0.10541531,6,reviewed,pr,pr
2024-05-18T04:24:16.320Z,19.38566667,-155.2786667,0.92,3.02,ml,41,51,0.003004,0.11,hv,hv74236247,2024-05-18T05:06:55.720Z,"7 km SW of Volcano, Hawaii",earthquake,0.14,0.11,0.243615007,20,reviewed,hv,hv
2024-05-18T04:24:10.540Z,19.39266667,-155.2756667,1.6,2.54,ml,33,48,0.003297,0.1,hv,hv74236252,2024-05-18T06:22:04.166Z,"7 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.231663802,12,reviewed,hv,hv
2024-05-18T04:18:31.058Z,-35.0942,-15.6494,10,4.8,mb,21,73,3.342,1.18,us,us6000mzdk,2024-05-18T04:51:56.040Z,Tristan da Cunha region,earthquake,12.26,1.905,0.119,22,reviewed,us,us
2024-05-18T03:51:14.280Z,19.3905,-155.2753333,1.71,3.01,ml,46,49,0.005099,0.11,hv,hv74236117,2024-05-18T04:47:27.800Z,"7 km SW of Volcano, Hawaii",earthquake,0.2,0.15,0.319367175,23,reviewed,hv,hv
2024-05-18T03:06:55.538Z,-14.4963,94.8977,10,5.1,mb,49,59,2.968,1.03,us,us6000mzcu,2024-05-18T03:33:04.040Z,South Indian Ocean,earthquake,10.63,1.788,0.073,62,reviewed,us,us
2024-05-18T02:22:29.550Z,19.39216667,-155.2738333,1.75,3.06,ml,46,48,0.00319,0.11,hv,hv74235862,2024-05-18T05:04:14.070Z,"6 km SW of Volcano, Hawaii",earthquake,0.17,0.14,0.211895969,24,reviewed,hv,hv
2024-05-18T02:09:27.510Z,19.303,-67.45316667,16.41,3.23,md,15,232,0.8919,0.44,pr,pr71449248,2024-05-18T02:29:21.340Z,"97 km NNW of San Antonio, Puerto Rico",earthquake,2.36,5.33,0.125211111,9,reviewed,pr,pr
2024-05-18T01:43:21.136Z,31.623,-104.509,8.2788,2.7,ml,11,74,0,0.2,tx,tx2024jsgv,2024-05-20T06:11:29.181Z,"62 km SSW of Whites City, New Mexico",earthquake,2.3350435066855173,0.9382158578900439,0.1,21,reviewed,tx,tx
2024-05-18T01:41:48.761Z,-59.8473,-26.064,35,5,mb,29,95,15.06,0.56,us,us6000mzcb,2024-05-18T02:01:00.040Z,South Sandwich Islands region,earthquake,14.22,1.948,0.073,60,reviewed,us,us
2024-05-18T00:55:48.787Z,35.8064,140.7822,42.606,4.5,mb,37,131,2.207,0.39,us,us6000mzc0,2024-05-21T03:19:06.598Z,"9 km NNW of Hasaki, Japan",earthquake,10.29,7.609,0.089,37,reviewed,us,us
2024-05-17T21:46:48.796Z,-10.9575,162.2724,10,4.7,mb,30,58,2.741,0.51,us,us6000mzb4,2024-05-17T22:37:34.040Z,"67 km SE of Kirakira, Solomon Islands",earthquake,9.49,1.884,0.108,26,reviewed,us,us
2024-05-17T21:45:33.056Z,6.2324,126.7498,115.83,4.4,mb,55,93,1.43,0.64,us,us6000mzb2,2024-05-17T22:15:17.040Z,"64 km ESE of Pondaguitan, Philippines",earthquake,5.39,6.57,0.071,58,reviewed,us,us
2024-05-17T20:58:27.321Z,-29.1475,-178.5275,196.193,5.8,mww,217,28,0.532,0.65,us,us6000mzau,2024-05-18T21:01:41.767Z,"Kermadec Islands, New Zealand",earthquake,9.2,3.055,0.041,58,reviewed,us,us
2024-05-17T18:54:35.256Z,51.7376,179.4771,83.635,4.2,mb,120,97,0.171,0.82,us,us6000mz9e,2024-05-17T19:27:56.040Z,"268 km W of Adak, Alaska",earthquake,6.26,3.843,0.044,152,reviewed,us,us
2024-05-17T18:15:39.521Z,52.6751,-174.6674,219.818,3.6,mb,59,95,0.401,0.57,us,us6000mz9k,2024-05-17T20:55:49.040Z,"62 km NNW of Atka, Alaska",earthquake,9.77,7.734,0.122,22,reviewed,us,us
2024-05-17T15:03:34.467Z,55.0515,-163.9504,144.727,4.3,mb,44,109,0.364,0.85,us,us6000mz7b,2024-05-17T16:23:40.102Z,"40 km WNW of False Pass, Alaska",earthquake,6.55,8.408,0.078,46,reviewed,us,us
2024-05-17T14:58:25.100Z,51.95083333,178.5313333,4.62,2.58,ml,8,129,0.01264,0.06,av,av93129756,2024-05-17T19:26:23.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,0.56,0.2,0.232392339,10,reviewed,av,av
2024-05-17T13:56:12.678Z,14.4485,-92.8159,56.644,4.6,mb,39,155,1.224,0.89,us,us6000mz64,2024-05-17T14:30:03.040Z,"52 km SW of Puerto Madero, Mexico",earthquake,3.6,8.298,0.032,296,reviewed,us,us
2024-05-17T11:25:51.470Z,46.02016667,-111.089,9.65,2.55,ml,39,83,0.1539,0.25,mb,mb90050838,2024-05-17T13:26:09.170Z,"19 km WNW of Sedan, Montana",earthquake,0.38,1.07,0.158627517,34,reviewed,mb,mb
2024-05-17T09:05:23.906Z,35.861,-102.379,3.7598,2.7,ml,9,144,0.6,0.2,tx,tx2024jqzy,2024-05-17T14:08:08.719Z,"3 km SSE of Hartley, Texas",earthquake,2.5515683665674223,1.4437710242365274,0,5,reviewed,tx,tx
2024-05-17T07:18:42.796Z,60.9649,-151.8537,90.6,3,ml,,,,0.46,ak,ak0246ccfvku,2024-05-17T07:53:14.040Z,"40 km WSW of Tyonek, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-05-17T07:00:36.517Z,-32.2873,-13.8989,10,4.9,mb,29,58,4.944,0.66,us,us6000mz4v,2024-05-17T07:40:04.040Z,southern Mid-Atlantic Ridge,earthquake,12.04,1.887,0.11,26,reviewed,us,us
